,Date,Username,Review,Likes On Reviews
0,"October 8, 2015",Drakov I,Awful Really bad app. Don't waste time with this. Use mobile version of website instead. You can still access your lists and product quantities on it,8
0,"September 26, 2015",Mark Avraam,"Lacking basic functionality You can have multiple lists on the Web, but you can not even select one of them in the app. Previous app at least you could log off and select new list at login time. Usability is bad. No thought placed on how to use the app. Basic mistakes makes for a tediously experience.",3
0,"September 22, 2015",Duncan Sample,"The worst app ever Only gave 5 stars so you can see it. Doesn't work, you cant change your list. It freeze a lot. I prefer the web.",
0,"August 29, 2015",Dane Fisher,"Miss My Customized Lists
Yes, the new app is shiny and pretty and new, but it's frustrating that the only shopping list that appears is the first alphabetical one I have. There is no way to switch to any of the other lists I use to organize my trips. Since the old app can't be accessed anymore, the only way to get to them is to pull up the website. Which defeats the purpose of using the app.",
0,"August 24, 2015",A Google user,"Horrible, don't waste your time
Not an improvement that's for certain! Can only see kitchen base cabinets, no high cabs, wall... and no way to switch to the others (like how the last app could). Difficulty setting my store - live in NY but closest store is Burlington ON - and it was a long process to finally get it. Takes MUCH longer scrolling through pages. The old app wasn't perfect but was a hell of a lot better than this.",12
0,"September 17, 2015",Kiara Pastrana,"Very unstable Even the simplest functions, like opening a product page, are very unreliable. And not having a sort and filter feature is just sad. If you have an app, please make sure to have at least the same functionality as the website. That's not that hard, is it?",
0,"October 18, 2015",Rachel Hullett,"The good: - It's a portable ikea catalog and can help you find the aisles+bins to pick up your stuff. - Barcode scanning might be useful while in the store; I didn't try this yet. The bad: - Shopping list doesn't sync with website, although I hear it's just unreliable. - Poor use of visual real - Unintuitive way to ""uncheck"" and delete items in shopping cart. (Slide left to toggle this, slide right to delete) - Missing product details. Example: LEN sheets info has the size of the sealed package, but not the size of the sheets themselves. Misc: - Reminder to join their wifi when mobile signal unavailable. Overall: Only slightly better than shopping with a list printed from the website.",2
0,"August 30, 2015",Sharon Wager,"Crash on start Used to work well, older version on diff phone. Just installed this on nexus 5 - can't even open. Sadness :(",1
0,"October 5, 2015",Tim Schubert,"Never connects Even when I'm fully connected to the Internet I have no ""no network connection"" but only on this app. Hate it !",
0,"September 16, 2015",Tom Witmer,"Uninstall Still searching for ""my store"", thanks, I know where ""my store"" is located. App keeps showing I'm not connected to my Internet, yes, yes I am. Won't let me move from searching for my store page. Waste of time. Uninstalling",
0,"September 10, 2015",nikki colorado,"Bring back the old version!
Many issues. Only allows one shopping list, when using swipe typing it doesn't automatically add spaces, confusing item stock availability (discontinued item!? Which one?!, doesn't show stock counts). I also liked in the old version that you could look products up by type... For example if I was looking at a specific pillow you could scroll down and follow a button to see 'more pillows' rather than searching and getting random results thrown in. I liked to be able to do that to compare products/prices.",6
0,"October 13, 2015",Ashley A. Moyer,Previous version was way better! This new version is useless! The shopping list feature is terrible and doesn't support multiple lists!,
0,"October 24, 2015",Michele Fernandez,"Does not display stock levels accurately The app always lists items on the shopping list as ""in stock"". The website is more accurate. Not helpful when you live regionally and make the two hour drive.",
0,"September 16, 2015",Jessica Zurek,From 5 stars to 1 I'm lost in this app. I usually use the app while shopping at Ikea. This update is not user friendly and is not efficient or fun to use. At least make available the previous version for those who would like to revert to it.,3
0,"October 5, 2015",Lisa Vagi,Finding local store Can't get past the finding local store location page and manual selection is greyed out. Pointless.,
0,"October 3, 2015",Anastashia Dunn,"Going backwards
The old app was good enough. The first thing I tried to accomplish in this new one was sorting my search, but there is no sort function! *facepalm*. Please fix this bug. Also please make the text and images smaller,they are way too big. I can only fit two on my screen at a time. Please add list or grid display also.",
0,"August 28, 2015",Ramzi Batarseh,"Can't log in through the app
I can log in on the website for my IKEA Family account but when I try to log in on the app it says the email and password combination do not match. I have double checked spelling and even tried a password reset. Nothing! Very disappointed. I don't think this app will stay on my phone much longer if this isn't fixed.",3
0,"October 24, 2015",Kevin O'Connor,Not that useful No access to custom shopping lists and the default list doesn't sync reliably across devices.,9
0,"October 1, 2015",A Google user,"Barely functions After ONE attempt to log into my Ikea Family acct, it told me ""too many failed attempts"" and locked me out. Then seized up when I tried to choose my store rather than turn on GPS. Uninstalling. Seriously Ikea, don't have an app at all if it's going to be this big a mess.",2
0,"October 2, 2015",Laura Heuer,"Doesn't work on note3 Its a useless app, it does not go forward after selection of country. ..useless",
0,"September 7, 2015",Leslie McKendry-Smith,Doesn't work anymore! Just want load items anymore since update. Useless!,
0,"September 9, 2015",Melanie Paterson,"Does exactly what I'd expect.
I'm not sure why other reviewers disliked this app, maybe it has problems only in the US? I can enter my shopping list for the shopping visit from home, and open it in the store. It neatly divides the items into what I have to collect from the showrooms or Market Hall, and what to collect from the Self Service area, telling me what the stock situation is as well. Then, it arranges the list in order of location, so I can just work my way up the aisles to the checkout. It does everything I would expect.",2
0,"September 6, 2015",Vishal Sonawane,"Won't let me log in The app itself I enjoy, but I hate that it won't let me log in. It says my username and password don't match, when I just used them to log in online and it worked fine. Overall, it is a good app.",
0,"October 13, 2015",Corinne Galzy,"Cannot log in As most other users are stating, older app was MUCH better. This thing can't even process a log in!",
0,"September 12, 2015",Ben Childs,So sad Can't even log in or store information easily. The old one worked great for me... so sad.,
0,"September 2, 2015",Symone Lee,"Doesn't work It won't let me sign in, it won't find my store unless I'm in the store, at the moment it won't even admit I'm connected to my own home Wi-Fi. It literally is a paperweight.",2
0,"October 12, 2015",Navann Pich,"Got an email saying that ikea family is now digital and to download this app and add my ikea family details by clicking on the ikea family tab, of course, there is no ikea family tab, I thought I was stupid until I saw on their mobile page that their version magically has one but mine doesn't. VERY confusing and ridiculous as the ikea log in is different to the ikea family log in despite the fact that I use the same email for both. So maybe the ikea family digital membership is not available in my country? Then why did I get an email addressed specifically to me saying to try it!?!?!",
0,"November 11, 2015",Debbie G,Good but few problems Family Card disappears from menu randomly. Have to uninstall and reinstall to reimplement. Camera API needs to be updated as barcode scanner is upside-down on Marshmallow.,
0,"October 18, 2015",Joslyn Bloodworth,Discontinued item... Which one? App says 1 item discontinued 1 item changed price and 3 items low in stock.... But which ones?!?! How useless is this info if you dont tell me which ones???,2
0,"September 14, 2015",Deb Kennedy,"Worst app experience ever. I had an older app installed before and when I went to the store and tried opening it, a message appeared that I couldn't close, asking me to install this new app. My username and password were not ported over to the new app, so I tried to log in again. But that didn't work due to ""temporary issues"". So basically, I created my shopping lists online for nothing because I couldn't access them. Why the hell doesn't Ikea just update the older app, so all settings are kept?",1
0,"November 15, 2015",A Google user,Why?! This app is useless compared to the old one. Over half the functions are gone and it is not as nice to use as the old one. I am very dissapointed.,2
0,"August 24, 2015",Aaron Lumaksana,Slow Somehow was stopping my 3g data. App was so slow I could have walked to shop and got it done quicker!,
0,"October 7, 2015",Michel Weimerskirch,"Not compatible with SwiftKey keyboard I use a ""Swype-style"" keyboard called SwiftKey, and it doesn't work at all with this app. This is a pain and makes typing a lot slower.",1
0,"September 28, 2015",A Google user,"Rubbish So little functionality. Hard to browse, No sorting on searches, no filtering. Really poor for an innovative company like IKEA. Best off using the mobile site.",
0,"October 7, 2015",Liz Dunlop,Bring back the old one Hate it. The previous version was a lot more user friendly. This is NOT an improvement.,
0,"September 10, 2015",Julia Card,Doesn't work Spent the last 15 mins holding my phone over the catalogue trying to work out what I'm doing wrong. Think it's just a waste of time.,
0,"August 29, 2015",Paul Scott,Can't find my nearlyest store The app can't find my nearlyest store. It tell me to turn on the WiFi even it's already on. And the manual selection doesn't work.,1
0,"October 19, 2015",Jodie Hainey,"Useless App! No sync for custom shopping lists! Doesn't connect to the servers via Wi-Fi, only mobile network! Use the website instead!",1
0,"September 6, 2015",Andy Buncall,"I dont know what you all are talking about I have no issues with this app, and i have a cheap phone. Maybe you all are technologically impaired or something.",1
0,"October 24, 2015",Stock Jean-Philippe,Ok Timeout for picture loading has been fixed. Still missing some features from the old one like sort and refine.,1
0,"September 15, 2015",Hazem ElDerwy,It doesn't work It won't let me actually look at products it just losds forever but never loads,1
0,"October 30, 2015",Josh Miracle,"Does not work This app doesn't work on the nexus 6, side bar menu always stays!!",2
0,"August 26, 2015",Ivan Krolo,Where's my lists? Gone! What happened? They're on the full site but not in this app. Fail!,1
0,"October 7, 2015",Megan Dickson,Why doesn't this sync with multiple custom shopping lists? Is this some kind of joke? So garbage.,1
0,"August 31, 2015",A-hAAn,Doesn't even work Stuck in the side menu and click on different subheadings and loads them but the side menu still there and there is no way of moving it out the way,
0,"August 27, 2015",Claudia Steiner-Fricker,"Much worse than old app, cannot sort or filter items. The website is bad enough but this really plumbs the depths of poor design and worthlessness - avoid",
0,"September 24, 2015",Buddhi Jayasundara,HATE IT! Every time I try to use the app it tells me to update which I've already done. Takes me to Google play and I have to open from there. Deleting app till they fix problem,
0,"October 24, 2015",Cody Powell,"Won't connect I can't even start, because the app is not able to choose my closest store. Annoyed",
0,"May 10, 2017",M Oro,"Can't log in Upgraded to ikea family, but I can't log in on the app. Tried changing password online and still no luck. Mobile site works fine, just the app doesn't.",1
0,"September 7, 2015",Sheila Day,"I can't log in I have a Samsung Galaxy 6 and after downloading the app, it's refusing to log me in. Every time I enter my email address for my account, the text box reads ""incorrect email"". please fix!",1
0,"October 24, 2015",Deutsch Lernen Unter Uns,"The Updated Version Is Rubbish Can't sort items by price etc, can't access personal/custom shopping lists or previous order information. And it looks bad in general.",
0,"October 9, 2015",Marlise Urscheler,"Since using the new app, my account is stuck in some sort of password loop. No matter what I do I cannot access the app or website any more.",
0,"August 24, 2015",Trish D,"Inventory shown is inaccurate, call first! Went to purchase furniture for my daughter's room, both items were out of stock although the app showed them as available. Complete waste of my time and now I have to make *another* trip there to get what we need.",
0,"September 20, 2015",Shamsun Uddin,Can't log in Made an account. Now when i launch app it won't log me in. Says username or password is wrong. But the same login info works in chrome and computer. But not the app. Worthless.,
0,"September 23, 2015",Ken Ross,"Usless app, Don't Install Keeps crashing and restarting my Galaxy Note 3 every time I search for products.",
0,"September 1, 2015",Catriona Mackenzie-Bird,App not functional Will not log into account wants to create new account then brings me to my profile page logged in all is not secure and is totally useless good way to lose customers,
0,"September 24, 2015",Diana Barlip,Can't see any products at all Yup what's the point of having a shopping app if you can't even browse the products for sale,
0,"October 7, 2015",ROMÉO WOLF,"""Upgrade"" has ruined it Back to being great :) Samsung Galaxy Note 3",1
0,"September 21, 2015",Rob Delange,Buggy. Will not allow me to log in. Will not recognize my email despite the fact i can log in from a web browser. Will be removing app now.,
0,"October 19, 2015",Jeremiah Ogang,"Meh Ikea family barcode is too small in the new version of the app. Not possible to scan it at ikea with my s4 mini. It was possible to make it bigger by rotating the screen in the old app, but that is no longer a possibility.",
0,"September 10, 2015",Katie Franklin,"Helpful Helpful app, but the issue is that despite that I'm staying in NL I like to use the app in English. I hope that will be changed and I'll rate it 5.",
0,"August 27, 2015",warren wan,"Please, allow me access all my shopping list from the app, I'll give you a 5 star review if you do.",1
0,"September 6, 2015",Roger Johannesson,Horrible I want to browse beds and there's none available??? Really ikea? App is broken,1
0,"September 7, 2015",Nicolae Litvac,"Sort By Feature Missing Ikea app used to have this Sort By Price feature but gone, very disappointed",
0,"September 21, 2015",The Peacekeeper,"Shopping Lists I like the updated app EXCEPT the shopping list feature doesn't let you switch between your lists, which is really annoying, and makes the app a lot less useful to me.",
0,"November 15, 2015",Devin McBride,Can't search and won't show some categories for no apparent reason.,1
0,"September 23, 2015",A Google user,"No ""SORT"" filter option??? Defenitely, not an improvement. I can't even sort products by price, new to old, popular products, brand, category... etc",
0,"October 22, 2015",Stephanie Swain,Horrid experience So slow it makes me want to gouge out my eyes.,
0,"October 24, 2015",Matt Rogers,Whyyyyy????? Everything was fine with the old app. It was perfect. Exactly what was needed. And now? I keep wondering who thought this was going to be an improvement,
0,"October 18, 2015",ireal70,"behöver åtkomst till min positionen appen fungerar ej om jag inte tillåter åtkomsten till min position. detta för att utvecklarna ""glömde"" implementera manuella urvalet av varuhuset. helt idiotisk.",
0,"October 13, 2015",Shawn Edwards,"Can't login I have an ikea account, but it says it's the wrong email. I can login with this email and pass inside the browser. .. hmm?",
0,"September 12, 2015",Dana Epkens,Scanning doesn't work Only a black screen can be seen,
0,"October 3, 2015",Wolfram Webers,App is always slow and barely works. A waste of time,
0,"August 24, 2015",A Google user,"Unable to log-in Changed password, but the app still will not let me in. Website login on browser works fine.",
0,"October 11, 2015",A Google user,"Sorting They removed the possibility to sort products, I removed the app",
0,"October 24, 2015",Ashleigh Davis,Synkar ej Man måste logga ut och in igen för att den ska synka inköpslistan om man gjort ändringar via datorn.,
0,"September 17, 2015",Brutus Gobstopper,Disappointment I can't login. And it stucks at showing goods.,
0,"November 7, 2015",Armend Hasanaj,"Doesn't sync with my account, so I can't access my shopping list. Boo. IKEA should put the old app back up because THAT ONE works.",
0,"September 1, 2015",Emma Snäll,"Sucks! Snälla snällaste ikea, varför måste ni ta bort min favoritapp och ge mig värdelös skräp istället! :(",
0,"October 13, 2015",Julia Nemtseva,IKEA store app Makes shopping in the store SO much faster you'll have twice the time to eat those incredible Swedish meatballs!!!,
0,"October 18, 2015",Dex Masrey,Won't let me log in Seems that my password is a letter to short for the app. So I can't even use it,
0,"October 7, 2015",Nosheen W.,If only I could leave 0 stars. Cannot log into my account. So what's the point?,
0,"September 18, 2015",Lidjya Black-and-white,Annoying Wont let me login,
0,"September 7, 2015",David Roseman,Bring back the old app please!! I can't access my custom shopping lists anymore. Enough said!!,
0,"November 7, 2015",Kimberly Gradowski,Just ok. Shopping list and scanning of barcodes are the only usefull features. The rest are just a links to the web site...,
0,"September 16, 2015",Rose T,PERFECT 10⭐S Did you REALLY EXPECT ANYTHING but PERFECTION FROM THESE PEOPLE💁,
0,"September 21, 2015",Serena Suprawoto,IKEA Family Card This app works great! Saved lists etc work fine for me with my registered IKEA Family Card,
0,"September 13, 2015",Dusan Hrnciar,Application rapide permettant de gérer sa liste d'achat. Par contre l'état du stock n'est pas bien géré (comme le site Internet d'ailleurs) car quand l'application dit qu'il reste des produits en stock et qu'une fois sur place le personnel annonce que celà fait plus de 3 heures qu'il n'y a plus rien ça fout les boules...,
0,"September 10, 2015",Cary Everyday,keeps crashing cant use,
0,"September 30, 2015",Brian Hines,Worst Limited stock imgs,
0,"August 27, 2015",Jérémie LONKA,Please add buttons Filter and sort! !!!!!!!!!!,7
0,"September 10, 2015",Izzwan Datuk Isahak,"Excellent App! Clean, easily navigated.",1
0,"September 5, 2015",Wing Pang,Terribile e non gestisce piu' le liste desideri,
0,"September 21, 2015",Dolly Perez,it does not sync with my shopping list i create on the webpage. the old one can do that.,
0,"October 9, 2015",Samuel Thayer,Buggy Too buggy to be used in store on Ikea Wifi,
0,"September 7, 2015",Alessandro Capra,Does even load Doesn't even get past the first screen,
0,"September 28, 2015",Jacob Ling,Nice shopping list feature Tells you where in the store to pick up your items.,
0,"September 21, 2015",Alex Proulx,is missing selection between shopping lists,1
0,"October 24, 2015",Russell Moverley,Have nothing inside. .. only location of ikea store,
0,"August 26, 2015",Shanna Liesenfeld,It doesn't work...,
0,"October 9, 2015",Ludovit Neupauer,IKEA!!! YAS!!!,1
0,"November 17, 2015",Kittichote JONGDAMGERNG,Some catagories can't be viewed,
0,"October 24, 2015",Alice Schiavoni,Filter and sort missing Where did the filter/sort function go?!?!?!,
0,"October 9, 2015",John Walsh,A waste of time,
0,"October 7, 2015",Måns Widstrand,It is fine You can shop the catalog and find six in the store.,
0,"September 22, 2015",A Google user,Help me in ikea store Help me in ikea store,
0,"September 2, 2015",Sandra forde,Cannot go pass the main page and the app stopped.,
0,"September 16, 2015",Emily Raup,It just works,
0,"August 25, 2015",Mohammad Ali Matar,Need improvements Ikea's web far better than this,
0,"September 10, 2015",Angeline Kiew,Add english language also....,
0,"November 9, 2015",Alan Ho,You have done a GREAT job with this app version! 👍👍,
0,"November 7, 2015",Khofidin Ofid,Excellent features! Can't say anything else!,
0,"October 2, 2015",harsh gadhecha,Poor Log in fail........,
0,"September 17, 2015",brian ryberg,Great app to have. Great app to have when you need ideas.,
0,"September 25, 2015",François Parent,Ikea Terrific shopping,
0,"October 1, 2015",mad sani,Praktisch,
0,"August 25, 2015",Carlos S Pina,"SERIOUS BUG ISSUE
I love IKEA products, but this app update has is not letting me log in. On my computer I can log in fine. And I've even joined IKEA Family, but this app has a serious flaw. Please fix it. The old App was working just great. Again IT IS NOT LETTING ME LOG IN. App keeps saying that my email and password are invalid. And yes, I've double and triple checked.",2
0,"October 9, 2015",Anna Estelle Tarr,"I'm talking just about the login part here: Why would it logout automatically?? What's the deal here? If I lose my phone or it's get's stolen, the least of my problems would be that someone sees my shopping list for IKEA... This is typical overkill example.",1
0,"August 24, 2015",Elvira AS,why call this an upgrade??? it keeps telling me my log in is wrong! after a billion tries i logged in yesterday. today i'm having the same issues logging in...email not valid! unfortunately i cant access the old app since its either upgrade or close. this is seriously infuriating!!!,1
0,"August 11, 2015",Mortton Wegg,"The IKEA FAMILY option was there in the menu, inserted my card number and viola, I no longer had to carry another plastic card in my wallet... then we attended our local IKEA store being confident that my mobile phone would do the same thing as the card which I left at home. Ran the app, and shockingly, the IKEA FAMILY option was no longer there!!! It is simply gone! Thank you for nothing, really!",1
0,"August 4, 2015",Vladimir Gavrilov,"It lacks so many of the obvious features. Sort by price? No. Search by product name? No. Is there anything this ""upgrade"" does better than the old one? Why on earth did they release this when they had a perfectly good app? The old app was so useful. This one is just annoying.",
0,"August 6, 2015",Hannah Avevor,"Uh... how is this an upgrade?
Why on earth would you remove the multiple lists function? It also doesn't seem to be up to date with the real time stock availability. I went down to the store after checking the app, only to find out that the very item i went there for was out of stock. The old app had stock quantity as well and I found that very helpful.",3
0,"August 13, 2015",Behzad Molavi,"Update is rubbish! Unable to filter or anything. What's the point of searching for a product if you cannot filter to narrow your search? Think I'll get a paper catalogue next time. IKEA, SORT THIS OUT!!!",
0,"August 15, 2015",Anna Eliasson,"Functionality severely lacking
Basic functions that I took for granted with the old app - multiple lists, search filtering and seeing stock numbers - are all crippled or gone. This half-finished app wouldn't be so terrible as a transition, but the previous app no longer works at all and simply redirects you to the embarrassingly in-progress step backwards. A shameful example of a company having no interest in the actual use cases of the people who use their technology.",2
0,"August 5, 2015",Gackter Gackter,"Not so easy
The new app looks much better than the old one, but navigation is difficult, some information is more difficult to find. I guess I have to down load a pdf to get measurements? Related or included products are listed but not linked easily. Stock counts would be nice to have back. TDLR: This is the Ikea App version of Windows Vista coming from XP",
0,"August 8, 2015",Samuel Afolabi,Can't see wacky wednesday deals I find it frustrating that i am not able to see what the wacky wednesday deals are on this app. I would use it way more aften if i could.,
0,"August 12, 2015",Patrick McMaster,"Lousy Ikea
Travel all the way there and just waste my time, again! The availability of items is not synced with the app, you have to always try your luck. I offer to pay in advanced and deliver when the stock is available, but the lousy Ikea doesn't take that. Complained to the costumer service and was asked to file the complain myself online. Damn it!",1
0,"August 20, 2015",Jeff Geskes,"Bring back the old app
First, very annoyed that we're forced to ""upgrade"" to the new app. Secondly, nevermind that it has ""fewer features while we focus on core functionality"", I think you shouldn't have disabled the old app till the new achieves full functionality. Thirdly, I loathe the new interface. So much empty spacing between items, I'm scrolling like mad (because u people haven't figured out the sort feature) and the product information, I have to tap to expand each section. 4 taps per item viewed?! It would annoy a saint.",1
0,"August 4, 2015",Angie Asplund,"Frustrated
I absolutely love the shopping list and have used it for several trips to our ""not so local"" store. I have found the Ikea Family part of the menu disappears from the app - and I have uninstalled and reinstalled on several occasions. I am also unable to login with the app suggesting I am not registered?!",
0,"August 7, 2015",Chun Chet Tan,"Downgrade Looks better but doesn't work better! Where are my lists?! Searched for ""kitchen table"" and got results for string lights and curtains. Very disappointing.",
0,"August 6, 2015",Marcia Lim,I can't log in! Useless as I can't log in on the app. On the main Web page no problem so I know I'm not using any incorrect details. Delete...,
0,"August 17, 2015",Victoria Young,Bring back the old app This new version lacks the functionality of the previous one. It's no longer possible to filter or sort product categories or access multiple lists I created on the website. I'm going to uninstall this waste-of-space app and go back to shopping IKEA through my web browser.,3
0,"August 11, 2015",Laura Plenzik,"Terrible Why can't I get real stock counts anymore? The old version was a fantastic app, this is just spiteful.",8
0,"August 17, 2015",Danielle Cunliffe,"Why is there no ability to sort based on price, name, etc. when browsing categories? Makes app useless. Old app was so much better, better interface and more intuitive.",
0,"August 22, 2015",A Google user,"looks nice but.. You can't switch between shopping lists? There doesn't seem to be a ""manage lists"" option anymore. I really regret uninstalling the older app.",9
0,"August 11, 2015",Santino Misseri,"Scanning doesn't work Takes a long time to get the app to properly scan something, so what's the point? Just snap a picture with my camera and move on.",2
0,"August 21, 2015",Indra Calu,Bug I would to be able to use this app but it won't let me log in. I put in my email but it says that it's incorrect. But I know it's the right email. I don't know what to do,
0,"August 3, 2015",Lyanna Mormont 2016,"Has it's flaws but very nice app I wish there was a ""wish list"" feature or multiple lists support! Even a ""Stuff I own"" list would be nice! Other than that, fourniture details page are very well done and contain lots of usefull information!",
0,"August 17, 2015",Gus Eggert,The old version was great. Functional and actually worked. This one has lots of bugs. Ex. you can not see but one of your product lists. It is impossible to change between lists.,
0,"August 20, 2015",Joynell Claros,"Absolutely Hate It!
PLEASE bring the old app back! It's hard to find where to log in and WHAT HAPPENED TO THE OPTION FOR MULTIPLE SHOPPING LISTS! I need more than one list or at least a way to sort the list so like items can go together. Makes it very difficult to shop for your items in store efficiently. Epic fail, IKEA!",
0,"August 18, 2015",Yann Larente,"Previous was before i used""bug fix issue "" Tried it to search for sheets everything pops up no visable refine search. Really took app from 2014 to 2005. Basic stuff next thing is the meatballs will be updated to tofu....",
0,"August 15, 2015",Laurentiu VADAN,Bad design on the new update Prefer the older version,
0,"August 23, 2015",Ashley Rowles,"Bug I can log in on the website(on the same device) without any issues, but the app rejects my password.",2
0,"August 14, 2015",Allan Morrison,I can't login because the password has 32 characters. I tried with a smaller password but it was too complicated: IgE9J&de it only works with a password similar to the ones that I get when resetting the password: tr675n87gl. Looks very bad for a design oriented company.,
0,"August 7, 2015",Josephine Yap,"The old app was better! Looks like they simplified this version it to do very little. Have not used the scan function but I'm more after browsing, finding and stock numbers. Which this version has not done well. Can only see one shopping list. Go to the ikea website instead.",
0,"August 16, 2015",A Google user,"Worst thing at Ikea All shopping history and wishlist is gone. Doesnt allow to use my old login either, when trying to reset the password it keeps giving non sensical error. Absolute time waste and one of the first negatives why i'd not buy on Ikea!!",
0,"August 4, 2015",A Google user,"Fix it quick Missing products!! bad search engine!! , lack of filtering. Previous version was way better.",
0,"August 14, 2015",Kelly Leong,Can't find item even though shown on website The new app doesn't seem to search the entire Ikea catalogue anymore. Previously I found the Brimnes wardrobe via the old app and also on the website but it's not found in the new app. Very bad like a downgrade,
0,"August 13, 2015",aish agarwal,Older app was better You can no longer filter or sort your searches. It takes forever to scroll through all the products now. I want the old App back!!!!!,1
0,"August 14, 2015",Dariusz M,Won't even log me in This new app doesn't even let me log into my account or recognize that my email has an account. I cannot see my account or shopping list for my ikea trip tomorrow. Super annoying!,
0,"August 20, 2015",Derrick Foong,"No Ikea family card storage The only reason I downloaded the app was to have the Ikea family card barcode stored on my phone, and that doesn't work.",
0,"August 6, 2015",Ashley Tauer,"The app only shows the left sidebar! Whatever I choose, the sidebar is taking up the entire screen leaving no room for my voice to appear!",
0,"August 24, 2015",Ashley Dickerson,Cannot sort the price Unable to sort the price and stock available. Better previously apps. Please make easier.,
0,"August 14, 2015",Blayne Warwick,"Won't stay logged in, can't access old lists Seriously, this was an improvement? How much did you pay that consultant? You got fleeced.",
0,"August 21, 2015",Mariam Abada,"Downgrade Can't filter, can't sort, search function doesn't return results that can be found by browsing. It's a straight downgrade from the previous app",
0,"August 12, 2015",Mohd Fadly Zainudin,Where is my membership barcode Just like many had said... the upgrade is actually a downgrade (or disgrace) in many ways. Fix it mate.,
0,"August 16, 2015",Ben Smith,Terrible app My shopping list gets cleaned out for no reason. I had a hard time populating it!!,
0,"August 10, 2015",Daniel Turner,Won't work! It won't load any products when I try to browse. Useless compared to the previous version.,
0,"August 9, 2015",Ritesh Mehta,Doesn't work at all. I cannot look at the products or anything. All that works for me is choosing town and the scanner.,
0,"August 21, 2015",Lawrence Lee,Need to share shopping list Would really love the app if I could text/email the shopping list. Also need an easier way to remove items from shopping list from the list screen. Otherwise not bad. Helps plan my shopping trip.,
0,"August 6, 2015",Raj Rupra,Search does not work at all. Only one shopping list. It does not look nor feel like an Android app.,
0,"August 14, 2015",Elizabeth Nellfors,لايوجد تطابق بين التطبيق والواقع تلاقي التطبيق يقولك فيه و تروح الفرع يقولك مخلص من كم يوم ويحتاج أسبوعين الين يجي .. والموظفين كل شي يقولك أسبوعين ويمكن يجي والا لا .,
0,"August 20, 2015",Dorota Ballard,Drawer makes app unusable Seems like the navigationdrawerlayout is screwed up,
0,"August 14, 2015",Igor Wojnicki,Keeps logging me out Does the service really only let one account be logged in simultaneously across multiple devices? Say it ain't so.,
0,"August 21, 2015",saleh rashed,Horrible When you order a product you can't get updates,
0,"August 5, 2015",A Google user,Josehmaru The most important thing is the ability to filter out search results and sorting products. Thats what I miss in this version,
0,"August 22, 2015",Jason Patterson,Samsung Galaxy S4 Great tool to record down what you need to find in IKEA.,1
0,"August 6, 2015",Cheryl Frazier,Onbruikbaar Sidebar menu blijft permanent voor de inhoud / tekst staan waardoor de app onbruikbaar is.,
0,"August 5, 2015",Josehmaru Josehmaru,"Uninstalled Key functionality missing, like: Ikea Family and current stock level. Use their website instead.",
0,"August 14, 2015",Alex Kong,Want the old version back This is not friendly and pictures seriously lacking. Also cannot search. Old version back please,
0,"August 19, 2015",Rudie van Veen,Poor app No chance to find list of shopping lists,
0,"August 15, 2015",Eric Lim,ห่วยกว่าเดิม เช็คสต็อคไม่ได้,
0,"August 16, 2015",Wannie Michelmann,Please bring back multiple shopping lists.,
0,"August 22, 2015",Martin Tetik,Not working Just installed on Android 5.1.1: simply doesn't work.,
0,"August 10, 2015",Tun T,Hattttttttttte I am unistall,
0,"August 24, 2015",Sherri Stevenson,Not helpful Dispointed,
0,"August 13, 2015",Andrea Ricci,Worst app .,
0,"August 21, 2015",ITZVINANOTVINA X,The Old App was better,
0,"August 17, 2015",Olanz Anwar,Correct sans plus,
0,"August 9, 2015",William & Elizabeth Stocks,Bugs,
0,"August 24, 2015",John Lelovic,great store,
0,"August 18, 2015",Francis Archambault,"No login
Don't set up an account with this, it originally said it didn't recognize my old account email and made me set up a new one. Tried to sign in on the new email address, and it doesn't recognize that either. This new app needs a lot of improvement. Just wasted 20 minutes of my time, thanks a lot IKEA. Guess I won't be updating my new house with you now.",
0,"August 15, 2015",Flaque Man,"The best part is gone!
We are in the process of renovating and updating our whole house. On the old app, we had our shopping list items conveniently sorted according to each room. It took us months to compile. Now, all of that is gone. The new app neither saved our shopping list or has any sorting ability. Very disappointed. 😢",2
0,"May 10, 2019",Salem Yaco,"I love !
It let me sign right in, I clicked on the 3 little lines on the upper left corner a menu popped out with a variety of options one of the family, I entered in my number and it pulled up my barcode and my shopping list I started online and even told me one of the items I added was out of stock. Y'all are crazy, give it another try its great!",2
0,"July 27, 2015",David 1212,Doesnt accept my login When i tried to login the app insists my email address is wrong..... its not..... its the only one i use and the one ikea emails me on. Useless if i cant login with the same email address i used to get a temp card in the store just yesterday,
0,"August 2, 2015",Heather Bushart,"Can't find any way to change shopping list, making this app near useless. But the functionality that is included seems to work very well.",
0,"July 31, 2015",Lisa Korba,"Add a receipt scanner and ability to purchase in app Would be great to have the ability to scan your purchase receipts into the app and have the in app ability to pay/purchase, then pick up in-store. Sometimes I hate going because there in no quick in-and-out when it comes to Ikea...it's an all day affair of frustration.",2
0,"July 28, 2015",Brett Richards,"Great, but... Logs me out every so often for ""security"" reasons? Would also love sorting options for search and the ability to switch shopping lists like the old app.",
